ADDRESS_X,LATITUDE_X,LONGITUDE_X,AGE,COMMUNITY_COUNCIL_NEIGHBORHOOD,CPD_NEIGHBORHOOD,CRASHDATE,CRASHLOCATION,CRASHSEVERITY,CRASHSEVERITYID,DATECRASHREPORTED,DAYOFWEEK,GENDER,INJURIES,INSTANCEID,LIGHTCONDITIONSPRIMARY,LOCALREPORTNO,MANNEROFCRASH,ROADCONDITIONSPRIMARY,ROADCONTOUR,ROADSURFACE,SNA_NEIGHBORHOOD,TYPEOFPERSON,WEATHER,ZIP
5XX GEST ST,39.100141,84.526273,61-70,N/A,N/A,08/20/2018 04:10:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/20/2018 04:12:00 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,8E3E3BEA-7E59-4AB7-AEA0-D14CE1B937A0,1 - DAYLIGHT,185011641,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45203
24XX QUEEN CITY AV,39.129244,-84.576662,26-30,WESTWOOD,WESTWOOD,08/18/2018 07:50:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/18/2018 07:58:00 PM +0000,SAT,F - FEMALE,1 - NO INJURY / NONE REPORTED,9FB1B14E-4BE7-4375-AA8D-A961FF592E2B,3 - DUSK,185011560,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WESTWOOD,D - DRIVER,1 - CLEAR,45238
13XX COLUMBIA PY,39.098201,84.506288,18-25,N/A,N/A,08/14/2018 12:53:00 PM +0000,01 - NOT AN INTERSECTION,1 - FATAL INJURY,1,08/14/2018 12:53:00 PM +0000,TUE,F - FEMALE,5 - FATAL,902622C7-AA72-4E65-B44B-97BF98977CF7,1 - DAYLIGHT,185011298,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45202
S I71 AT 3-0 MM,39.117163,-84.500048,18-25,WALNUT HILLS,WALNUT HILLS,08/07/2018 05:33:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/07/2018 05:34:00 PM +0000,TUE,M - MALE,2 - POSSIBLE,F3B56F19-45E9-4138-AD73-C93F68B6D0B4,1 - DAYLIGHT,185010967,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WALNUT HILLS,D - DRIVER,4 - RAIN,45219
17XX QUEEN CITY AV,39.126538,84.558651,26-30,N/A,N/A,08/10/2018 01:30:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 01:34:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,78AFE9F6-8E65-4F46-BC16-A9000D7E55F6,1 - DAYLIGHT,185011104,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45214
47XX READING RD,39.172011,84.468665,18-25,N/A,N/A,08/17/2018 04:30:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/17/2018 04:34:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,BEB6A6E7-AAA9-4017-B4A1-9B24E903B92A,1 - DAYLIGHT,185011500,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45237
33XX BURNET AV,39.139501,-84.502593,UNKNOWN,AVONDALE,CORRYVILLE,08/08/2018 04:40:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/08/2018 04:55:00 PM +0000,WED,,1 - NO INJURY / NONE REPORTED,9A3AF33E-1CA4-4D6C-AAB6-5C2C4E7BBFE6,1 - DAYLIGHT,185011020,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,CORRYVILLE,D - DRIVER,1 - CLEAR,45229
28XX MONTANA AV,39.150555,-84.590428,26-30,WESTWOOD,WESTWOOD,08/20/2018 03:11:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/20/2018 03:11:00 PM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,C2FFCC82-1726-4405-92E7-C06F142502D1,1 - DAYLIGHT,185011630,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WESTWOOD,D - DRIVER,4 - RAIN,45211
33XX EPWORTH AV,39.148411,84.599635,61-70,N/A,N/A,08/02/2018 03:37:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/02/2018 03:38:00 PM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,BCF173B5-5CCC-4B65-B5AE-1352D46F2E09,1 - DAYLIGHT,185010720,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45211
1XX E MCMICKEN AV,39.11354,-84.51345,41-50,OTR,OVER-THE-RHINE,08/24/2018 07:45:14 AM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/24/2018 07:50:16 AM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,99076834-24CF-4F08-B2E4-FAD31A7E94C0,1 - DAYLIGHT,185011816,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,OVER-THE-RHINE,D - DRIVER,1 - CLEAR,45202
24XX GLENWAY AV,39.105723,-84.554417,31-40,LOWER PRICE HILL,LOWER PRICE  HILL,08/28/2018 08:32:42 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/28/2018 08:35:00 AM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,994A3CF5-30A6-4914-9B18-59EE1C05EFDF,1 - DAYLIGHT,185012001,3 - HEAD-ON,01 - DRY,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",LOWER PRICE HILL,O - OCCUPANT,1 - CLEAR,45204
S I75 AT 6-2 MM,39.162423,84.508018,41-50,N/A,N/A,08/14/2018 01:31:09 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 01:37:25 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,B0A10F21-D3B7-487B-A49E-4F51D0E10D35,1 - DAYLIGHT,185011293,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45229
XX E LIBERTY ST,39.112782,-84.516241,31-40,OTR,OVER-THE-RHINE,08/14/2018 03:00:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 03:22:00 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,C4A57862-8498-4FB7-AB7C-FEEFD10B040A,1 - DAYLIGHT,185011306,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",OVER-THE-RHINE,D - DRIVER,1 - CLEAR,45202
S I75 AT 4-1 MM,39.143361,84.535633,61-70,N/A,N/A,08/20/2018 04:35:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/20/2018 04:40:00 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,DEBA0DF4-B6C0-4F58-A191-AA6BD521C68A,1 - DAYLIGHT,185011643,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45223
N I75 AT 7-8 MM,39.173396,84.489563,61-70,N/A,N/A,08/23/2018 09:14:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/23/2018 09:16:00 AM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,3218744E-279C-410A-847D-EB24893FD732,1 - DAYLIGHT,185011766,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,
4XX E PETE ROSE WY,39.098612,84.504507,UNKNOWN,N/A,N/A,08/10/2018 11:50:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 11:55:00 PM +0000,FRI,,1 - NO INJURY / NONE REPORTED,195D46D9-15E8-406F-89E7-DBA3D70B77C5,4 - DARK - LIGHTED ROADWAY,185011138,3 - HEAD-ON,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,4 - RAIN,45202
83XX ANTHONY WAYNE AV,39.214361,-84.462671,UNKNOWN,HARTWELL,HARTWELL,08/24/2018 10:20:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/24/2018 11:50:00 PM +0000,FRI,,1 - NO INJURY / NONE REPORTED,66B5883D-66A5-44DB-BF86-AC1C97903B58,4 - DARK - LIGHTED ROADWAY,185011862,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",HARTWELL,D - DRIVER,1 - CLEAR,45216
3XX W COURT ST,39.105549,84.518554,31-40,N/A,N/A,08/11/2018 08:03:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/11/2018 08:10:00 PM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,7A7C0684-8A5E-4298-9B6F-C6DD40480E39,3 - DUSK,185011195,6 - ANGLE,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45202
38XX WILLIAM P DOOLEY BY,39.155931,84.540056,31-40,N/A,N/A,08/14/2018 05:08:49 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 05:12:59 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,06230AEF-38A5-4578-9E54-6E76D93C7B06,1 - DAYLIGHT,185011314,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45223
6XX E 6TH ST,39.102591,84.523197,61-70,N/A,N/A,08/22/2018 04:48:00 PM +0000,08 - OFF RAMP,3 - PROPERTY DAMAGE ONLY (PDO),3,08/22/2018 04:50:00 PM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,8586D201-3414-4AD4-B77F-B2A2BA93E3BB,1 - DAYLIGHT,185011746,2 - REAR-END,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
10XX CENTRAL AV,39.106295,-84.521733,41-50,WEST END,WEST  END,08/04/2018 02:02:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/04/2018 02:02:00 PM +0000,SAT,F - FEMALE,1 - NO INJURY / NONE REPORTED,E28489B1-5DF1-488B-9F99-C0A0C643DC56,1 - DAYLIGHT,185010813,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,WEST END,D - DRIVER,1 - CLEAR,45202
43XX SPRING GROVE AV,39.163921,-84.525856,18-25,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,08/07/2018 07:20:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 07:30:00 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,99ECE116-C3AB-4DAC-A903-E09195C27451,1 - DAYLIGHT,185010930,2 - REAR-END,02 - WET,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",SPRING GROVE VILLAGE,D - DRIVER,2 - CLOUDY,45232
8XX CLINTON SPRINGS AV,39.154064,-84.483967,61-70,NORTH AVONDALE,NORTH AVONDALE,08/08/2018 03:15:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/09/2018 03:30:00 PM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,55816E75-4F5F-4ADE-B251-E815986AC439,1 - DAYLIGHT,185011065,"8 - SIDESWIPE, OPPOSITE DIRECTION",01 - DRY,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",NORTH AVONDALE - PADDOCK HILLS,D - DRIVER,1 - CLEAR,45229
48XX READING RD,39.174461,84.46664,31-40,N/A,N/A,08/10/2018 03:15:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 03:17:00 PM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,EB48D6A6-EF34-4CAC-ADC8-060563A816E3,1 - DAYLIGHT,185011110,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45237
10XX W 6TH ST VIADUCT,39.172846,-84.473821,18-25,PADDOCK HILLS,BONDHILL,08/16/2018 11:00:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/16/2018 11:16:00 PM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,31A04D63-39A2-4C46-A78B-F28201E536B1,4 - DARK - LIGHTED ROADWAY,185011460,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,02 - WET,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",BOND HILL,D - DRIVER,4 - RAIN,45204
29XX HARRISON AV,39.147686,84.598123,UNKNOWN,N/A,N/A,08/19/2018 06:30:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/19/2018 06:40:00 PM +0000,SUN,,1 - NO INJURY / NONE REPORTED,20E40586-9A5C-4441-905E-B17EE2E19245,1 - DAYLIGHT,185011598,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45211
59XX RIDGE AV,39.180103,84.426681,26-30,N/A,N/A,08/10/2018 04:22:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 04:22:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,A551D651-9272-43B3-AB99-EFFD14968428,1 - DAYLIGHT,185011113,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45213
8XX WINDHAM AV,39.143211,84.489256,26-30,N/A,N/A,08/17/2018 04:46:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/17/2018 04:51:00 PM +0000,FRI,M - MALE,2 - POSSIBLE,639251B7-36F0-406A-8593-0715DF2A885A,1 - DAYLIGHT,185011520,5 - BACKING,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,P - PEDESTRIAN,2 - CLOUDY,45229
80XX VINE ST,39.206341,-84.474823,31-40,HARTWELL,HARTWELL,08/17/2018 03:31:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/17/2018 04:45:00 PM +0000,FRI,F - FEMALE,1 - NO INJURY / NONE REPORTED,4A456588-6E41-42AA-80E3-F45EC781861C,1 - DAYLIGHT,185011496,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",HARTWELL,D - DRIVER,2 - CLOUDY,45216
34XX WABASH AV,39.140588,-84.464631,31-40,EVANSTON,EVANSTON,08/14/2018 04:53:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/14/2018 04:55:00 PM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,B39AF9AA-3F60-4E77-963C-D39CF08CF0BA,1 - DAYLIGHT,185011308,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",EVANSTON,D - DRIVER,1 - CLEAR,45207
18XX QUEEN CITY AV,39.125576,84.560438,18-25,N/A,N/A,08/13/2018 08:31:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/13/2018 08:31:00 AM +0000,MON,F - FEMALE,1 - NO INJURY / NONE REPORTED,20FE3F2D-1C9D-4C6F-AEDD-2F2334E468EE,1 - DAYLIGHT,185011238,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45214
S I71 AT 3-6 MM,39.131114,84.495551,31-40,N/A,N/A,08/13/2018 03:58:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/13/2018 03:59:00 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,8BE180CB-92C3-4F1B-BD5A-91B1B109C48F,1 - DAYLIGHT,185011257,2 - REAR-END,01 - DRY,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45206
1XX W KING DR,39.135906,84.512715,26-30,N/A,N/A,08/28/2018 03:30:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/28/2018 03:33:00 AM +0000,TUE,M - MALE,1 - NO INJURY / NONE REPORTED,56B90777-5968-4ECA-A7AF-6DFB545518CF,1 - DAYLIGHT,185012013,"8 - SIDESWIPE, OPPOSITE DIRECTION",01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45221
16XX RIVERSIDE DR,39.113821,84.487421,51-60,N/A,N/A,08/02/2018 08:30:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/02/2018 08:33:00 AM +0000,THU,F - FEMALE,1 - NO INJURY / NONE REPORTED,DEF4D027-8525-4522-8BB6-2DCF957456C3,1 - DAYLIGHT,185010744,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
3XX ELM ST,39.097839,84.516222,51-60,N/A,N/A,08/11/2018 09:21:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/11/2018 09:21:00 AM +0000,SAT,M - MALE,1 - NO INJURY / NONE REPORTED,1F2AF304-AAAA-4F21-95C2-AFC79CAC242A,1 - DAYLIGHT,185011159,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,4 - CURVE GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45202
29XX WESTKNOLLS LN,39.140971,-84.574721,18-25,WESTWOOD,WESTWOOD,08/17/2018 06:25:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/17/2018 08:45:00 PM +0000,FRI,M - MALE,3 - NON-INCAPACITATING,27E98037-782B-4D3F-99A4-B098FF6CA474,1 - DAYLIGHT,185011521,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WESTWOOD,P - PEDESTRIAN,1 - CLEAR,45211
17XX RACE ST,39.114898,84.517986,31-40,N/A,N/A,08/07/2018 11:23:00 AM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/07/2018 11:42:00 AM +0000,TUE,F - FEMALE,1 - NO INJURY / NONE REPORTED,CC61B3E9-3B7B-4FFF-B4A3-BBD56B2D2BC4,1 - DAYLIGHT,185010946,5 - BACKING,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,O - OCCUPANT,1 - CLEAR,45202
X E CENTRAL PY,39.107781,-84.514206,51-60,DOWNTOWN,C. B. D. / RIVERFRONT,08/27/2018 11:36:00 AM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/27/2018 11:40:00 AM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,8989C81E-7097-435B-A31B-8F7EAAB14486,1 - DAYLIGHT,185011955,"7 - SIDESWIPE, SAME DIRECTION",01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",DOWNTOWN,D - DRIVER,1 - CLEAR,45202
66XX VINE ST,39.190814,-84.484451,18-25,CARTHAGE,CARTHAGE,08/26/2018 03:35:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/26/2018 03:36:00 PM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,1BAE4724-34CD-42F5-B38F-041614B31A80,1 - DAYLIGHT,185011926,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,CARTHAGE,D - DRIVER,1 - CLEAR,45216
19XX STATE AV,39.118548,84.545481,31-40,N/A,N/A,08/18/2018 05:44:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/18/2018 05:45:00 PM +0000,SAT,F - FEMALE,1 - NO INJURY / NONE REPORTED,A5FFFB6B-AF25-45E3-A08C-362D010CE252,1 - DAYLIGHT,185011558,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,N/A,D - DRIVER,1 - CLEAR,45204
71XX READING RD,39.192531,-84.461915,51-60,ROSELAWN,ROSELAWN,08/08/2018 02:00:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/10/2018 07:00:00 AM +0000,WED,F - FEMALE,1 - NO INJURY / NONE REPORTED,B73C4F30-6129-4021-86B9-94E56EC1F86A,1 - DAYLIGHT,185011012,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",ROSELAWN,D - DRIVER,1 - CLEAR,45237
S I75 AT 0-9 MM,39.102769,84.526088,51-60,N/A,N/A,08/10/2018 04:48:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/10/2018 04:50:00 PM +0000,FRI,M - MALE,1 - NO INJURY / NONE REPORTED,A0870A8C-601D-437A-BE2A-9C18391A5291,1 - DAYLIGHT,185011117,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45202
57XX COLERAIN AV,39.196829,-84.578261,51-60,MOUNT AIRY,MOUNT AIRY,08/13/2018 01:52:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/13/2018 01:54:00 PM +0000,MON,M - MALE,3 - NON-INCAPACITATING,7C90E890-954F-4977-A702-248372928576,1 - DAYLIGHT,185011283,1 - NOT COLLISION BETWEEN TWO MOTOR VEHICLES IN TRANSPORT,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",MT. AIRY,P - PEDESTRIAN,1 - CLEAR,45239
34XX VINE ST,39.142188,-84.511126,UNDER 18,AVONDALE,CLIFTON,08/21/2018 09:02:00 AM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/21/2018 09:16:00 AM +0000,TUE,M - MALE,2 - POSSIBLE,5EA7814A-4679-4580-BD94-4FD1132108E6,1 - DAYLIGHT,185011670,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",CUF,O - OCCUPANT,1 - CLEAR,45220
23XX BOONE ST,39.122343,84.496254,31-40,N/A,N/A,08/15/2018 12:02:00 PM +0000,02 - FOUR-WAY INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/15/2018 12:02:00 PM +0000,WED,M - MALE,1 - NO INJURY / NONE REPORTED,6F1274C2-5BA5-4FF8-AF43-CBBE1C628847,1 - DAYLIGHT,185011345,6 - ANGLE,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,2 - CLOUDY,45206
10XX ROSEMONT AV,39.112872,84.582874,UNDER 18,N/A,N/A,08/26/2018 06:02:00 PM +0000,03 - T-INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/26/2018 06:02:00 PM +0000,SUN,M - MALE,1 - NO INJURY / NONE REPORTED,CC3AC2B4-1250-43BC-9A45-F05F76AF695C,1 - DAYLIGHT,185011932,6 - ANGLE,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",N/A,D - DRIVER,1 - CLEAR,45205
21XX QUEEN CITY AV,39.127341,-84.571341,UNKNOWN,SOUTH FAIRMOUNT,SOUTH  FAIRMOUNT,08/03/2018 10:40:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/03/2018 10:45:00 PM +0000,FRI,,1 - NO INJURY / NONE REPORTED,2DC78681-D954-404E-8750-04630D8EDADF,4 - DARK - LIGHTED ROADWAY,185010790,5 - BACKING,01 - DRY,1 - STRAIGHT LEVEL,"2 - BLACKTOP, BITUMINOUS, ASPHALT",EAST PRICE HILL,D - DRIVER,1 - CLEAR,45214
N I75 AT 6-3 MM,39.161961,-84.509871,31-40,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,08/06/2018 04:23:00 PM +0000,01 - NOT AN INTERSECTION,2 - INJURY,2,08/06/2018 05:58:57 PM +0000,MON,M - MALE,1 - NO INJURY / NONE REPORTED,2B8338C8-3555-4884-BEB8-60F603297F60,1 - DAYLIGHT,185010898,2 - REAR-END,01 - DRY,1 - STRAIGHT LEVEL,1 - CONCRETE,CLIFTON,D - DRIVER,1 - CLEAR,45223
S I71 AT 2-6 MM,39.118626,-84.499096,18-25,WALNUT HILLS,WALNUT HILLS,08/02/2018 05:42:00 PM +0000,01 - NOT AN INTERSECTION,3 - PROPERTY DAMAGE ONLY (PDO),3,08/02/2018 05:43:00 PM +0000,THU,M - MALE,1 - NO INJURY / NONE REPORTED,84E36AA3-3DA9-4A98-827D-5E5035B0AFE1,1 - DAYLIGHT,185010715,2 - REAR-END,01 - DRY,2 - STRAIGHT GRADE,"2 - BLACKTOP, BITUMINOUS, ASPHALT",WALNUT HILLS,D - DRIVER,1 - CLEAR,45219
